splunk-add-on-for-jira-cloud,Splunk_TA_jira-cloud,internal,"Splunk Add-on for Jira Cloud",main
splunk-dbx-add-on-for-oracle,Splunk_DBX_oracle,internal,"Splunk DBX Add-on for Oracle",main
